id,smoking
15000,0.7390454717064361
15001,0.011044430479509558
15002,0.009687343883598565
15003,0.041360148428487856
15004,0.4651363094838761
15005,0.593901572039701
15006,0.5522752021119548
15007,0.4489941829063426
15008,0.6472502103291177
15009,0.013499603745824009
15010,0.214229036303572
15011,0.5493437180837606
15012,0.44298619211006257
15013,0.045144896477920964
15014,0.3631132338931378
15015,0.03973875397904911
15016,0.009801989276390772
15017,0.533237040833217
15018,0.23195406327709187
15019,0.014249044209591862
15020,0.004891868890246363
15021,0.7861212991985935
15022,0.014449896785654037
15023,0.7485885000199537
15024,0.023298145121011186
15025,0.018471966726657022
15026,0.7499688520621339
15027,0.6901022181126352
15028,0.06948182857906501
15029,0.7770741459720728
15030,0.8524757143594011
15031,0.746986533983512
15032,0.04456705862375934
15033,0.004620037620309425
15034,0.06757471491343478
15035,0.6505455308657802
15036,0.062416802171627574
15037,0.390047236687506
15038,0.7373688171933948
15039,0.0069423144184651885
15040,0.13554569715079276
15041,0.25741286068461433
15042,0.27520477121304626
15043,0.5727166703079088
15044,0.03109219260184239
15045,0.5750247762710629
15046,0.4193585601423464
15047,0.713790271478388
15048,0.016812841179192926
15049,0.006525662037525237
15050,0.30673003245047165
15051,0.5525495831729694
15052,0.640691310911953
15053,0.09080916894546823
15054,0.024088125640655947
15055,0.05324213428662494
15056,0.28130864185486515
15057,0.7701282125795872
15058,0.00657655055824192
15059,0.5585931858165815
15060,0.8273815211769612
15061,0.5799517875864609
15062,0.5703556563666479
15063,0.4791057669487724
15064,0.04396066909868793
15065,0.3662731391130688
15066,0.7609497293122598
15067,0.023914166289641346
15068,0.006105466529393512
15069,0.004510356049344133
15070,0.5952548730215301
15071,0.6669543685604874
15072,0.7303439881654881
15073,0.055941031251366964
15074,0.016499949638896602
15075,0.8055804950014519
15076,0.7155533372629305
15077,0.06564286469056445
15078,0.6622124849670128
15079,0.3155586595188121
15080,0.009229462789227667
15081,0.4704332187596755
15082,0.6082418854271281
15083,0.1223188390192758
15084,0.48588860207556955
15085,0.05340671373320438
15086,0.04689690156593458
15087,0.060533474140038894
15088,0.02286000389377101
15089,0.007315944341080138
15090,0.02398291980093543
15091,0.6544884830828371
15092,0.01077455381120668
15093,0.3914815586164604
15094,0.47307813173723123
15095,0.02830875780162953
15096,0.012589568552069011
15097,0.008277272911324119
15098,0.3710189442590624
15099,0.7076840123835538
15100,0.012780019896539978
15101,0.2299799280843236
15102,0.02033282779077862
15103,0.012115185873174526
15104,0.022754366471210492
15105,0.02658676338623331
15106,0.754211374131021
15107,0.01043884042436669
15108,0.5355717622932601
15109,0.7486583579663286
15110,0.011794671609480225
15111,0.011376456262455356
15112,0.011700845407742098
15113,0.37425232482097426
15114,0.008858860885281724
15115,0.00863767536506665
15116,0.42143193983046606
15117,0.010562827998999531
15118,0.5895696335892633
15119,0.005227164868632334
15120,0.006950355065787218
15121,0.7017451769993069
15122,0.47203084075037066
15123,0.5029787388174174
15124,0.04012523135538841
15125,0.6931326047608758
15126,0.4098290934862534
15127,0.6342894839859039
15128,0.7041422118578883
15129,0.8797121201258596
15130,0.7300192442221544
15131,0.011924161734097227
15132,0.5391724811808634
15133,0.016331244829438537
15134,0.6768841523573635
15135,0.6994984082607629
15136,0.5206614652806065
15137,0.4768012737958551
15138,0.6189678050891441
15139,0.0035908593867224527
15140,0.6385580265297679
15141,0.6939949840430001
15142,0.019397273024941413
15143,0.6827699035821501
15144,0.0011702702540204934
15145,0.0769995317557681
15146,0.3927911366807748
15147,0.6910002279892895
15148,0.3905048204292493
15149,0.6826871141021169
15150,0.627509196588049
15151,0.24615887512703785
15152,0.4200655129239817
15153,0.03875332891038233
15154,0.7172372642304979
15155,0.06750046439162952
15156,0.7591276837254648
15157,0.018339218075857054
15158,0.7317168668399371
15159,0.019462671833087034
15160,0.5172640468960734
15161,0.00261949858786512
15162,0.008203623246900093
15163,0.047590359783316556
15164,0.6788834089254422
15165,0.4708646157463444
15166,0.4971438203306889
15167,0.5891133056241697
15168,0.6358116737808339
15169,0.5310603733572274
15170,0.6578155477245182
15171,0.03703478988271994
15172,0.2713612956031805
15173,0.005171266516767673
15174,0.48721327810699633
15175,0.6040142487940369
15176,0.8775514939151509
15177,0.409744158876343
15178,0.7579539206971411
15179,0.1223383659049441
15180,0.5872134794709966
15181,0.008865913737490098
15182,0.5588047964463363
15183,0.7378483117116608
15184,0.021376908746484125
15185,0.05520572205592066
15186,0.7654942777475686
15187,0.37222920275488414
15188,0.5805334927126874
15189,0.5980539498544665
15190,0.4538445418006165
15191,0.7765733346420476
15192,0.044325508502080176
15193,0.7009108752178185
15194,0.012748492539009091
15195,0.033785229468335176
15196,0.6678839905194118
15197,0.6912719829514742
15198,0.7278434217451591
15199,0.5198409629534209
15200,0.5138462363853753
15201,0.6044353030844813
15202,0.5774012232212373
15203,0.02176694622927263
15204,0.025820777073836235
